Index,C1,C2,C3,C4,C5,C6,C7,C8,C9,Target
5649,2,4,4,0,6,0,1,0.5,0.82,9
5650,3,8,23,0,3,1,1,0.74,0.37,108
5651,4,11,13,1,4,0,1,0.46,0.31,269
5652,3,8,2,0,4,1,2,0.66,0.94,7
5653,3,6,2,0,3,1,1,0.66,0.78,7
5654,1,1,8,0,0,0,1,0.12,0.54,36
5655,2,5,18,0,2,1,1,0.64,0.29,550
5656,1,2,16,0,3,1,1,0.52,0.29,298
5657,2,5,16,0,3,1,1,0.64,0.65,367
5658,4,12,12,0,3,1,2,0.36,0.57,144
5659,2,6,2,0,3,1,1,0.66,0.83,6
5660,1,1,7,0,5,1,1,0.22,0.69,185
5661,3,8,22,0,2,1,1,0.72,0.74,224
5662,3,8,13,0,6,0,2,0.74,0.74,153
5663,2,6,10,0,0,0,2,0.7,0.61,244
5664,3,8,16,0,2,1,1,0.8,0.41,303
5665,3,9,4,0,6,0,2,0.66,0.94,11
5666,3,6,3,0,0,0,1,0.6,0.64,34
5667,1,2,6,0,0,0,2,0.2,0.69,5
5668,4,11,10,0,6,0,1,0.32,0.53,227
5669,1,1,5,0,1,1,2,0.2,0.86,19
5670,4,10,14,0,2,1,1,0.54,0.39,308
5671,1,2,9,0,6,0,1,0.16,0.64,43
5672,1,2,9,0,5,1,1,0.22,0.55,275
5673,4,10,1,0,4,1,1,0.46,0.82,14
5674,1,2,7,0,4,1,2,0.3,0.7,288
5675,2,6,20,0,6,0,1,0.62,0.35,399
5676,3,8,3,0,4,1,1,0.66,0.83,6
5677,4,11,6,1,4,0,1,0.26,0.7,17
5678,2,6,6,0,5,1,1,0.52,0.68,139
5679,1,2,18,0,2,1,1,0.42,0.38,518
5680,4,12,2,0,6,0,2,0.36,0.93,70
5681,3,8,22,0,1,1,1,0.7,0.7,137
5682,1,12,19,0,6,0,1,0.24,0.48,60
5683,4,11,17,0,0,0,1,0.36,0.43,327
5684,4,10,5,0,3,1,2,0.3,0.81,24
5685,1,1,9,0,1,1,2,0.2,0.86,211
5686,2,4,6,0,2,1,1,0.3,0.61,100
5687,4,11,17,0,0,0,1,0.52,0.27,231
5688,3,7,20,0,2,1,3,0.64,0.83,84
5689,1,3,21,0,0,0,1,0.3,0.56,58
5690,1,2,22,0,6,0,1,0.28,0.75,46
5691,2,5,22,0,1,1,2,0.58,0.78,129
5692,1,3,19,0,3,1,1,0.4,0.28,150
5693,2,3,8,0,6,0,1,0.22,0.44,66
5694,3,7,17,0,1,1,1,0.84,0.49,545
5695,4,12,12,0,6,0,2,0.32,0.81,446
5696,2,4,5,0,1,1,3,0.3,0.81,14
5697,1,3,0,0,3,1,1,0.28,0.65,15
5698,1,2,16,0,3,1,2,0.2,0.37,79
5699,4,11,6,0,6,0,1,0.26,0.6,23
5700,3,7,2,0,3,1,1,0.76,0.52,6
5701,2,5,2,0,4,1,1,0.64,0.65,14
5702,4,12,2,0,4,1,1,0.26,0.56,9
5703,2,6,20,0,4,1,1,0.66,0.36,478
5704,4,12,2,0,2,1,1,0.2,0.8,2
5705,3,9,12,1,1,0,2,0.76,0.62,543
5706,4,12,18,0,1,1,2,0.46,0.88,564
5707,1,3,7,0,6,0,1,0.22,0.44,40
5708,1,1,15,0,2,1,1,0.44,0.62,129
5709,2,4,13,0,4,1,1,0.46,0.31,291
5710,2,4,16,0,0,0,1,0.54,0.3,343
5711,4,11,16,0,0,0,2,0.52,0.63,306
5712,1,3,4,0,5,1,1,0.32,0.61,2
5713,1,2,19,0,5,1,1,0.38,0.37,282
5714,3,8,5,0,2,1,2,0.68,0.89,36
5715,2,3,12,0,5,1,1,0.32,0.42,145
5716,3,7,16,0,6,0,2,0.72,0.79,566
5717,2,4,15,0,1,1,2,0.36,0.62,112
5718,3,8,13,0,6,0,1,0.88,0.42,527
5719,2,4,22,0,4,1,1,0.54,0.45,153
5720,1,2,15,0,3,1,1,0.38,0.76,76
5721,4,11,5,0,3,1,1,0.3,0.81,27
5722,4,12,5,0,4,1,2,0.32,0.7,24
5723,1,3,13,0,0,0,1,0.38,0.34,203
5724,4,10,17,0,0,0,3,0.46,0.77,225
5725,2,6,3,0,2,1,1,0.58,0.53,2
5726,3,8,20,0,0,0,2,0.64,0.73,274
5727,4,9,8,0,4,1,1,0.6,0.83,431
5728,2,3,20,0,3,1,1,0.6,0.56,362
5729,2,4,4,0,0,0,1,0.4,0.4,7
5730,1,2,15,0,5,1,1,0.32,0.21,74
5731,2,4,6,0,6,0,2,0.3,0.93,13
5732,1,2,19,0,0,0,1,0.28,0.61,21
5733,2,6,14,0,0,0,1,0.84,0.3,500
5734,4,11,17,0,5,1,1,0.42,0.38,480
5735,2,5,6,0,4,1,2,0.46,0.88,136
5736,1,3,4,0,4,1,1,0.16,0.31,1
5737,2,6,10,0,4,1,1,0.72,0.28,139
5738,4,10,7,0,3,1,1,0.36,0.81,464
5739,1,1,2,0,4,1,1,0.14,0.5,3
5740,3,8,3,0,5,1,1,0.64,0.78,3
5741,1,12,19,0,4,1,1,0.24,0.6,117
5742,4,11,18,0,0,0,1,0.5,0.63,155
5743,3,8,4,0,2,1,1,0.68,0.83,9
5744,3,8,13,0,2,1,1,0.74,0.35,229
5745,3,7,8,0,2,1,1,0.74,0.62,646
5746,3,9,0,0,2,1,3,0.6,0.94,13
5747,4,11,22,0,2,1,1,0.38,0.82,95
5748,4,10,13,0,6,0,1,0.46,0.36,670
5749,3,9,22,1,1,0,2,0.7,0.84,121
5750,2,3,15,0,3,1,2,0.38,0.82,85
5751,3,7,10,0,1,1,1,0.8,0.59,186
5752,4,12,10,0,2,1,1,0.3,0.52,102
5753,2,5,20,0,4,1,1,0.64,0.73,420
5754,3,7,10,0,4,1,1,0.74,0.7,222
5755,4,11,13,0,0,0,2,0.52,0.29,339
5756,1,2,6,0,0,0,1,0.1,0.49,2
5757,1,2,1,0,0,0,1,0.26,0.65,44
5758,3,7,3,0,0,0,1,0.8,0.63,37
5759,4,10,0,0,2,1,1,0.46,0.88,37
5760,4,11,1,0,2,1,1,0.34,0.66,13
5761,2,5,1,0,4,1,1,0.64,0.69,26
5762,1,3,6,0,6,0,1,0.22,0.44,12
5763,4,12,2,0,0,0,2,0.3,0.87,74
5764,1,12,12,0,0,0,1,0.28,0.36,144
5765,1,3,13,0,4,1,2,0.66,0.41,273
5766,4,10,0,0,6,0,1,0.36,0.57,249
5767,1,1,9,0,0,0,2,0.16,0.74,63
5768,4,11,14,0,1,1,1,0.62,0.46,185
5769,4,12,8,0,3,1,3,0.44,1,86
5770,4,9,13,0,5,1,2,0.7,0.51,410
5771,3,7,4,0,1,1,1,0.66,0.74,4
5772,2,4,14,0,0,0,1,0.7,0.54,420
5773,3,8,11,0,4,1,1,0.76,0.48,278
5774,4,12,21,0,3,1,1,0.34,0.61,168
5775,4,10,1,0,4,1,2,0.62,0.94,25
5776,1,1,13,0,3,1,3,0.32,0.76,65
5777,1,12,2,0,6,0,2,0.4,0.62,28
5778,4,11,23,0,0,0,1,0.48,0.72,32
5779,3,7,18,0,3,1,1,0.76,0.62,563
5780,3,8,18,0,3,1,3,0.66,0.61,683
5781,1,1,8,0,5,1,1,0.2,0.51,210
5782,4,10,1,0,0,0,3,0.34,0.87,24
5783,2,3,14,0,3,1,2,0.36,0.46,80
5784,4,11,14,0,1,1,1,0.38,0.4,196
5785,4,12,3,0,6,0,2,0.26,0.81,15
5786,1,2,8,1,1,0,2,0.32,0.57,63
5787,2,5,9,0,1,1,2,0.5,0.82,350
5788,2,3,7,0,4,1,3,0.24,0.93,92
5789,2,6,14,0,5,1,1,0.86,0.39,165
5790,2,3,19,0,6,0,1,0.42,0.71,284
5791,2,6,9,0,0,0,1,0.56,0.68,274
5792,3,7,17,0,5,1,3,0.66,0.89,167
5793,2,5,20,0,5,1,2,0.62,0.73,144
5794,4,12,22,0,1,1,1,0.26,0.7,71
5795,4,11,9,0,4,1,2,0.32,0.61,323
5796,4,10,4,0,4,1,3,0.48,0.88,4
5797,3,7,15,0,2,1,1,0.82,0.43,162
5798,2,3,11,0,5,1,2,0.62,0.73,318
5799,1,2,20,0,5,1,1,0.34,0.49,163
5800,1,3,12,0,6,0,1,0.46,0.33,267
5801,2,5,5,0,2,1,1,0.66,0.83,26
5802,1,1,18,0,3,1,1,0.2,0.47,137
5803,3,6,5,0,6,0,1,0.64,0.89,10
5804,3,7,8,0,1,1,1,0.76,0.52,568
5805,1,12,4,0,5,1,3,0.38,0.94,2
5806,2,6,10,0,4,1,1,0.64,0.65,179
5807,3,6,1,0,4,1,1,0.72,0.79,18
5808,2,3,13,0,3,1,2,0.36,0.46,98
5809,4,12,11,0,1,1,2,0.4,0.87,170
5810,2,6,9,0,6,0,1,0.56,0.6,332
5811,1,1,2,1,1,0,1,0.14,0.46,17
5812,4,12,8,0,4,1,2,0.3,0.7,599
5813,3,8,23,0,0,0,2,0.62,0.73,46
5814,2,6,16,0,0,0,3,0.68,0.83,350
5815,3,8,4,0,3,1,1,0.7,0.84,7
5816,4,10,12,0,3,1,1,0.62,0.61,316
5817,3,7,6,0,3,1,1,0.64,0.65,190
5818,2,4,9,0,3,1,1,0.42,0.54,321
5819,1,2,13,0,0,0,1,0.32,0.36,325
5820,4,12,9,0,1,1,1,0.4,0.87,308
5821,3,7,0,0,2,1,2,0.7,0.65,55
5822,2,3,0,0,0,0,2,0.44,0.94,80
5823,1,1,21,0,1,1,1,0.14,0.63,59
5824,2,5,23,0,4,1,1,0.48,0.94,72
5825,1,1,23,0,4,1,1,0.4,0.76,67
5826,1,12,23,0,0,0,1,0.26,0.65,16
5827,2,5,6,0,2,1,1,0.5,0.77,165
5828,4,10,18,0,1,1,3,0.56,0.64,613
5829,1,1,9,0,0,0,1,0.18,0.43,111
5830,3,7,14,0,2,1,1,0.8,0.55,260
5831,1,1,16,1,1,0,1,0.26,0.35,154
5832,2,6,20,0,5,1,3,0.62,0.94,39
5833,4,10,21,0,6,0,1,0.4,0.58,204
5834,2,4,21,0,5,1,1,0.44,0.26,190
5835,4,11,19,0,3,1,3,0.46,0.88,111
5836,1,2,21,0,4,1,1,0.14,0.39,72
5837,4,10,10,0,5,1,1,0.66,0.54,260
5838,3,8,18,0,6,0,1,0.76,0.58,394
5839,2,5,0,0,5,1,1,0.46,0.55,64
5840,4,10,6,0,0,0,1,0.44,0.88,21
5841,2,5,12,0,6,0,1,0.74,0.66,529
5842,4,11,5,0,2,1,3,0.38,0.94,18
5843,4,12,14,0,3,1,2,0.38,0.54,151
5844,2,6,8,0,6,0,1,0.58,0.64,204
5845,4,10,13,0,6,0,3,0.24,0.87,30
5846,3,7,4,0,6,0,1,0.62,0.61,11
5847,4,10,14,0,5,1,1,0.74,0.37,400
5848,2,5,5,0,1,1,1,0.42,0.77,23
5849,3,7,23,0,5,1,2,0.62,0.83,166
5850,4,9,1,0,5,1,3,0.6,0.88,13
5851,1,1,16,0,4,1,1,0.26,0.38,86
5852,3,7,22,0,2,1,1,0.8,0.55,244
5853,4,12,4,0,0,0,1,0.26,0.87,11
5854,3,9,8,0,0,0,1,0.68,0.89,129
5855,2,4,1,0,2,1,1,0.62,0.73,21
5856,4,10,1,0,0,0,1,0.22,0.87,43
5857,2,5,5,0,4,1,1,0.48,0.94,26
5858,1,1,12,0,2,1,1,0.4,0.43,194
5859,4,11,4,0,2,1,3,0.38,0.94,7
5860,3,8,14,0,3,1,1,0.82,0.36,192
5861,1,1,20,0,5,1,2,0.24,0.7,62
5862,1,12,13,0,5,1,2,0.3,0.49,222
5863,1,3,10,0,0,0,2,0.42,1,31
5864,3,7,7,0,1,1,1,0.7,0.74,317
5865,2,5,16,0,3,1,1,0.66,0.39,289
5866,1,1,4,0,6,0,3,0.16,0.86,1
5867,2,4,17,1,5,0,2,0.5,0.63,331
5868,3,8,19,0,4,1,1,0.7,0.74,366
5869,2,5,4,0,0,0,1,0.5,1,12
5870,4,10,7,0,4,1,3,0.54,1,81
5871,1,3,21,0,1,1,1,0.28,0.38,54
5872,3,7,11,0,0,0,1,0.88,0.39,377
5873,1,1,15,1,1,0,1,0.26,0.44,192
5874,1,3,18,0,2,1,1,0.34,0.27,235
5875,4,11,19,0,5,1,1,0.32,0.66,377
5876,4,9,4,0,0,0,1,0.46,0.55,10
5877,2,4,15,0,5,1,1,0.54,0.28,352
5878,3,6,6,0,4,1,1,0.6,0.64,123
5879,4,11,21,0,1,1,3,0.4,0.87,114
5880,1,1,8,0,0,0,1,0.3,0.52,57
5881,3,7,12,0,5,1,2,0.76,0.7,213
5882,2,5,2,0,2,1,2,0.58,0.83,11
5883,1,1,18,1,1,0,2,0.18,0.55,92
5884,2,6,14,0,1,1,2,0.82,0.34,259
5885,2,5,11,0,1,1,1,0.64,0.57,185
5886,4,10,11,0,6,0,3,0.26,0.93,27
5887,3,9,22,0,4,1,3,0.62,1,70
5888,2,5,19,0,0,0,1,0.76,0.58,442
5889,1,12,19,0,4,1,1,0.3,0.56,135
5890,3,7,4,0,0,0,1,0.78,0.66,6
5891,3,7,12,0,6,0,2,0.74,0.66,499
5892,4,11,14,0,6,0,1,0.32,0.33,207
5893,2,5,12,0,2,1,2,0.7,0.58,269
5894,4,12,22,0,3,1,1,0.34,0.66,104
5895,3,8,6,0,0,0,1,0.72,0.79,19
5896,4,12,20,0,2,1,3,0.46,1,110
5897,1,12,18,0,1,1,3,0.24,0.93,26
5898,2,6,7,0,1,1,3,0.56,0.88,46
5899,2,5,7,0,0,0,1,0.52,0.68,60
5900,2,5,19,0,3,1,1,0.7,0.54,590
5901,4,12,10,0,0,0,2,0.36,0.87,257
5902,3,7,13,0,2,1,1,0.92,0.31,221
5903,4,10,23,0,5,1,1,0.5,0.63,136
5904,4,10,1,0,3,1,2,0.3,0.81,8
5905,3,8,13,0,0,0,1,0.72,0.74,377
5906,1,1,18,0,3,1,3,0.34,0.87,98
5907,4,10,6,0,6,0,3,0.26,0.87,5
5908,2,4,19,1,5,0,1,0.42,0.77,209
5909,3,8,10,0,5,1,1,0.74,0.66,123
5910,1,3,15,0,5,1,2,0.68,0.39,173
5911,2,4,21,0,0,0,3,0.36,0.87,11
5912,4,12,17,0,4,1,2,0.34,0.66,475
5913,2,5,19,0,3,1,1,0.72,0.54,556
5914,1,12,6,0,6,0,1,0.26,0.44,13
5915,1,1,14,0,6,0,1,0.3,0.39,118
5916,1,12,23,0,3,1,1,0.5,0.88,54
5917,2,5,4,0,1,1,2,0.54,0.77,6
5918,1,3,4,0,2,1,1,0.22,0.69,1
5919,3,6,1,0,6,0,1,0.66,0.5,95
5920,4,12,6,0,0,0,1,0.24,0.93,4
5921,1,12,8,0,3,1,3,0.2,0.86,31
5922,2,5,19,0,3,1,2,0.62,0.83,376
5923,2,6,14,0,0,0,1,0.7,0.58,385
5924,1,1,5,0,6,0,1,0.16,0.59,1
5925,4,11,5,0,2,1,2,0.34,0.66,34
5926,2,5,2,0,2,1,1,0.44,0.58,5
5927,4,10,15,0,6,0,1,0.48,0.51,382
5928,3,6,8,0,5,1,1,0.7,0.74,466
5929,4,11,12,0,6,0,1,0.4,0.4,476
5930,2,4,8,0,6,0,1,0.52,0.81,201
5931,1,2,11,0,0,0,2,0.26,0.56,226
5932,2,4,16,0,1,1,1,0.74,0.48,235
5933,4,10,9,1,1,0,1,0.54,0.77,219
5934,4,10,16,0,1,1,1,0.54,0.64,310
5935,3,6,19,0,2,1,2,0.74,0.58,299
5936,2,6,19,0,3,1,2,0.74,0.79,264
5937,1,2,1,0,0,0,3,0.08,0.79,24
5938,4,12,3,0,2,1,2,0.34,0.61,2
5939,3,6,1,0,3,1,1,0.68,0.79,28
5940,4,12,8,0,6,0,2,0.38,0.94,111
5941,2,5,6,0,4,1,1,0.44,0.72,139
5942,2,6,15,0,3,1,1,0.64,0.38,300
5943,4,11,19,0,5,1,2,0.46,0.47,154
5944,3,7,11,0,0,0,1,0.82,0.52,451
5945,4,11,0,0,1,1,1,0.22,0.69,23
5946,3,9,7,0,2,1,2,0.54,0.88,329
5947,1,3,20,0,0,0,1,0.32,0.57,77
5948,1,1,8,0,6,0,2,0.16,0.93,25
5949,1,1,15,0,1,1,1,0.26,0.3,72
5950,1,2,19,0,4,1,3,0.34,0.93,115
5951,3,9,11,0,5,1,2,0.66,0.74,192
5952,3,8,22,0,6,0,2,0.7,0.84,120
5953,2,4,13,0,2,1,3,0.54,0.68,106
5954,4,9,5,0,1,1,1,0.46,0.63,37
5955,2,4,5,0,0,0,1,0.28,0.65,5
5956,1,3,21,0,2,1,1,0.3,0.49,75
5957,4,11,0,0,6,0,1,0.26,0.56,53
5958,1,1,16,0,5,1,2,0.2,0.37,87
5959,3,9,21,0,0,0,1,0.7,0.7,171
5960,1,1,2,0,6,0,2,0.04,0.41,11
5961,3,9,16,0,6,0,1,0.54,0.68,305
5962,2,6,9,0,6,0,1,0.6,0.6,367
5963,2,5,21,0,4,1,3,0.64,0.78,285
5964,4,10,15,0,6,0,2,0.56,0.6,711
5965,1,3,3,0,6,0,2,0.54,0.39,8
5966,4,10,15,0,5,1,2,0.62,0.61,448
5967,4,10,8,0,6,0,1,0.34,0.53,174
5968,1,1,11,0,5,1,1,0.24,0.38,114
5969,4,11,2,0,3,1,3,0.5,0.94,6
5970,3,7,3,0,2,1,1,0.68,0.89,4
5971,2,4,21,0,3,1,1,0.62,0.88,145
5972,2,4,10,0,2,1,1,0.46,0.47,181
5973,4,10,17,0,0,0,1,0.58,0.49,405
5974,3,7,6,1,3,0,1,0.66,0.69,32
5975,2,5,16,0,2,1,1,0.74,0.45,354
5976,3,9,2,0,6,0,2,0.6,0.97,64
5977,2,5,17,0,4,1,2,0.64,0.57,594
5978,2,6,3,0,0,0,2,0.62,0.65,47
5979,2,5,2,0,3,1,1,0.52,0.59,10
5980,2,5,15,0,0,0,1,0.6,0.49,358
5981,2,5,5,0,0,0,3,0.52,0.83,11
5982,1,1,1,0,0,0,1,0.36,0.66,93
5983,4,9,17,0,5,1,2,0.66,0.54,808
5984,4,11,14,0,5,1,2,0.4,0.4,251
5985,3,7,13,0,5,1,1,0.8,0.24,292
5986,4,10,3,0,5,1,2,0.56,0.83,5
5987,4,12,16,0,0,0,1,0.42,0.58,330
5988,4,12,17,0,2,1,2,0.46,1,262
5989,4,11,21,0,6,0,1,0.34,0.53,166
5990,1,3,3,0,0,0,1,0.34,0.76,23
5991,3,6,16,0,1,1,1,0.8,0.31,414
5992,4,10,23,0,1,1,2,0.36,0.76,52
5993,3,8,1,0,0,0,1,0.68,0.79,86
5994,1,1,17,0,0,0,1,0.22,0.25,146
5995,2,4,1,0,2,1,2,0.32,0.81,7
5996,1,12,12,0,6,0,1,0.52,0.39,273
5997,1,2,13,0,0,0,1,0.42,0.47,259
5998,1,12,20,0,4,1,3,0.42,0.71,33
5999,3,6,23,0,2,1,1,0.7,0.74,64
6000,2,4,5,0,6,0,3,0.34,1,7
6001,3,6,21,0,5,1,3,0.68,0.65,217
6002,2,4,3,0,5,1,1,0.36,0.53,2
6003,2,5,16,0,2,1,1,0.62,0.61,290
6004,3,7,5,0,1,1,1,0.72,0.84,24
6005,4,11,23,0,3,1,3,0.28,0.65,40
6006,2,4,15,0,6,0,3,0.34,0.76,136
6007,4,10,18,0,6,0,1,0.46,0.44,473
6008,3,6,21,0,1,1,1,0.68,0.3,331
6009,4,12,19,0,4,1,3,0.34,0.71,118
6010,4,10,18,0,4,1,2,0.48,0.67,240
6011,3,7,21,0,0,0,1,0.76,0.7,207
6012,1,2,11,0,6,0,1,0.3,0.45,126
6013,3,7,2,0,2,1,1,0.7,0.74,16
6014,1,2,23,0,6,0,1,0.26,0.93,59
6015,3,9,9,0,3,1,1,0.74,0.7,290
6016,2,4,11,0,2,1,1,0.46,0.31,184
6017,3,7,4,0,4,1,1,0.62,0.53,6
6018,4,12,15,0,4,1,2,0.34,0.57,249
6019,4,10,3,0,0,0,2,0.44,0.62,22
6020,3,7,15,0,1,1,1,0.7,0.84,112
6021,1,3,10,0,5,1,1,0.36,0.5,132
6022,1,1,13,0,2,1,1,0.18,0.34,73
6023,3,8,16,0,0,0,1,0.82,0.46,421
6024,1,1,8,0,5,1,1,0.22,0.64,425
6025,2,5,18,0,6,0,1,0.72,0.62,385
6026,2,4,11,0,3,1,1,0.42,0.38,93
6027,4,11,17,0,1,1,1,0.34,0.46,638
6028,3,7,7,0,5,1,2,0.7,0.79,332
6029,3,9,20,0,0,0,2,0.54,0.68,180
6030,3,8,14,0,4,1,1,0.78,0.46,305
6031,1,2,17,0,0,0,1,0.34,0.46,121
6032,4,9,3,0,2,1,1,0.42,0.71,5
6033,4,12,20,0,1,1,1,0.4,0.4,206
6034,2,5,12,0,0,0,1,0.74,0.66,570
6035,4,9,10,0,5,1,2,0.64,0.78,245
6036,1,2,21,0,0,0,1,0.28,0.56,66
6037,4,12,4,0,6,0,2,0.24,0.87,6
6038,4,11,14,0,1,1,1,0.42,0.35,228
6039,3,7,20,0,2,1,1,0.74,0.66,523
6040,2,5,4,0,4,1,1,0.42,0.94,6
6041,4,11,9,0,3,1,1,0.34,0.87,228
6042,4,10,16,0,3,1,2,0.56,0.88,55
6043,2,5,10,0,0,0,1,0.64,0.65,305
6044,1,12,17,1,1,0,1,0.34,0.46,97
6045,4,11,6,0,2,1,2,0.34,0.71,148
6046,2,3,5,0,1,1,1,0.44,0.77,36
6047,3,8,20,0,4,1,1,0.7,0.61,474
6048,2,4,10,0,0,0,1,0.5,0.25,299
6049,2,6,5,0,4,1,2,0.6,0.56,40
6050,2,4,20,0,4,1,1,0.56,0.49,404
6051,1,12,5,1,2,0,2,0.22,0.93,3
6052,4,11,2,0,0,0,1,0.4,0.62,56
6053,4,11,16,1,4,0,1,0.46,0.33,182
6054,3,8,3,0,3,1,1,0.62,0.73,9
6055,1,3,15,0,4,1,1,0.6,0.31,223
6056,1,3,1,0,1,1,3,0.2,1,2
6057,3,7,23,0,2,1,1,0.76,0.58,89
6058,3,7,12,1,3,0,1,0.86,0.41,494
6059,4,11,11,0,0,0,1,0.38,0.46,445
6060,4,12,14,0,2,1,3,0.48,1,75
6061,2,6,11,0,0,0,1,0.64,0.41,511
6062,3,9,0,0,0,0,1,0.66,0.89,109
6063,2,4,18,0,6,0,3,0.4,0.47,90
6064,3,8,22,0,3,1,1,0.74,0.37,139
6065,4,10,11,0,0,0,1,0.62,0.53,423
6066,4,10,11,0,0,0,1,0.56,0.52,494
6067,3,8,16,0,0,0,1,0.72,0.79,258
6068,1,2,11,0,5,1,1,0.22,0.51,64
6069,4,11,6,0,0,0,1,0.26,0.81,16
6070,1,12,20,0,6,0,2,0.3,0.56,66
6071,2,4,3,0,4,1,2,0.64,0.78,3
6072,2,4,12,0,5,1,1,0.34,0.53,95
6073,1,2,6,0,6,0,1,0.12,0.93,2
6074,2,4,8,0,1,1,1,0.46,0.63,297
6075,1,1,11,0,1,1,2,0.2,0.93,62
6076,1,3,0,0,6,0,2,0.6,0.53,76
6077,1,2,1,0,0,0,1,0.24,0.44,55
6078,1,2,5,0,4,1,1,0.4,0.76,32
6079,3,6,17,0,4,1,1,0.78,0.27,594
6080,3,7,8,0,2,1,2,0.8,0.55,661
6081,3,7,22,0,5,1,1,0.8,0.49,174
6082,3,8,18,0,4,1,2,0.72,0.84,408
6083,4,11,11,0,3,1,1,0.32,0.49,151
6084,1,3,6,0,3,1,1,0.44,0.82,121
6085,3,7,3,0,5,1,1,0.78,0.75,7
6086,3,7,10,0,3,1,3,0.7,0.79,43
6087,3,7,13,0,5,1,3,0.68,0.83,156
6088,3,6,18,0,6,0,1,0.88,0.35,339
6089,3,8,17,0,6,0,2,0.72,0.74,269
6090,2,3,19,0,1,1,1,0.3,0.22,173
6091,2,6,5,0,6,0,1,0.5,0.72,12
6092,3,6,20,0,4,1,1,0.82,0.34,470
6093,3,7,7,0,6,0,2,0.58,0.88,37
6094,3,7,1,0,0,0,1,0.74,0.62,79
6095,1,12,15,0,6,0,1,0.32,0.33,153
6096,3,7,7,0,2,1,2,0.7,0.74,520
6097,4,10,5,0,6,0,1,0.42,0.71,7
6098,2,6,22,0,5,1,1,0.62,0.35,171
6099,1,12,4,0,1,1,1,0.14,0.69,3
6100,4,12,22,0,3,1,3,0.24,0.93,13
6101,1,12,4,0,4,1,1,0.2,0.55,3
6102,4,12,21,0,6,0,2,0.3,0.61,109
6103,1,3,20,0,6,0,1,0.32,0.33,121
6104,1,3,6,0,0,0,1,0.34,0.66,2
6105,4,12,18,0,6,0,1,0.34,0.53,224
6106,3,7,5,0,2,1,1,0.66,0.83,42
6107,3,6,10,0,3,1,1,0.74,0.42,126
6108,4,10,14,0,6,0,2,0.42,0.71,180
6109,1,2,19,0,1,1,1,0.36,0.43,291
6110,2,5,11,0,1,1,2,0.54,0.73,213
6111,2,4,18,0,3,1,3,0.66,0.83,412
6112,4,10,0,0,2,1,2,0.4,0.87,27
6113,3,7,4,0,1,1,1,0.64,0.78,4
6114,2,3,0,0,3,1,3,0.36,0.71,11
6115,2,5,22,0,4,1,1,0.54,0.83,172
6116,3,9,0,0,3,1,1,0.52,0.72,49
6117,1,3,2,0,1,1,1,0.26,0.65,1
6118,2,5,7,0,5,1,1,0.64,0.73,249
6119,2,5,18,0,0,0,1,0.72,0.74,328
6120,2,4,17,0,2,1,1,0.56,0.21,744
6121,1,3,9,0,0,0,1,0.3,0.52,78
6122,3,7,19,0,1,1,1,0.82,0.52,665
6123,4,9,23,0,3,1,2,0.6,0.78,115
6124,2,6,3,0,0,0,1,0.64,0.89,28
6125,2,5,6,0,3,1,1,0.56,0.94,117
6126,2,5,20,0,2,1,1,0.66,0.61,335
6127,4,11,11,0,2,1,1,0.46,0.63,117
6128,2,5,6,0,6,0,2,0.54,0.94,42
6129,1,1,7,0,6,0,1,0.22,0.87,20
6130,1,1,12,0,4,1,1,0.26,0.35,84
6131,3,9,20,0,6,0,1,0.66,0.69,245
6132,3,7,8,0,5,1,1,0.76,0.66,676
6133,4,10,12,0,6,0,1,0.7,0.54,743
6134,3,7,9,0,6,0,1,0.74,0.58,247
6135,4,10,10,0,0,0,1,0.32,0.61,178
6136,1,2,22,0,0,0,1,0.26,0.6,62
6137,4,12,9,0,3,1,1,0.28,0.75,317
6138,2,4,6,0,6,0,1,0.34,0.49,28
6139,4,11,22,0,5,1,1,0.34,0.71,58
6140,1,3,15,0,2,1,1,0.7,0.39,264
6141,4,12,9,0,1,1,2,0.4,0.87,282
6142,2,4,17,0,6,0,3,0.5,0.88,15
6143,1,3,8,0,2,1,2,0.52,0.88,516
6144,1,2,9,0,0,0,1,0.28,0.56,45
6145,3,6,20,0,6,0,1,0.82,0.52,292
6146,2,4,2,0,3,1,1,0.36,0.62,7
6147,4,11,13,0,4,1,1,0.38,0.32,224
6148,1,12,15,0,1,1,3,0.24,0.87,33
6149,3,8,22,0,5,1,3,0.66,0.83,213
6150,2,6,15,0,5,1,3,0.72,0.66,258
6151,3,9,6,0,6,0,1,0.62,0.73,23
6152,2,4,1,0,0,0,1,0.3,0.61,34
6153,1,2,12,0,6,0,3,0.22,1,52
6154,1,3,21,0,6,0,1,0.46,0.19,154
6155,4,10,1,0,4,1,1,0.56,0.88,15
6156,2,4,8,0,2,1,1,0.58,0.83,449
6157,4,11,8,0,6,0,2,0.26,0.44,62
6158,4,10,7,0,3,1,1,0.5,0.88,526
6159,2,6,10,0,5,1,1,0.78,0.52,111
6160,2,5,9,0,4,1,1,0.46,0.44,184
6161,3,8,11,0,1,1,1,0.74,0.66,229
6162,2,5,10,0,4,1,2,0.54,0.83,130
6163,4,11,7,0,2,1,1,0.52,0.77,342
6164,4,9,13,0,2,1,2,0.7,0.74,151
6165,4,12,6,0,2,1,2,0.36,0.93,153
6166,3,7,18,0,3,1,2,0.76,0.62,643
